sentence1,sentence2,score
"Creates a lab test case with patient details, selected test panel, and contact information. Updates the lab test case for initial validation.","Audits supporting files for the lab test case by checking completeness, validity, and required references.",0
"Validates the patient profile, contact details, and active status. Updates the lab test case with profile validation results.","Derives a charge estimate by combining base price, adjustments, discounts, and service fees.",0
"Checks availability for the selected test panel and requested date. Updates the lab test case with available options and availability status.","Records the approval decision by saving patient response and updating the lab test case status.",0
"Reviews submitted documents for completeness and consistency. Updates the lab test case with document review results.","Settles the payment balance by recording amount, method, reference, and paid status.",0
"Calculates service cost using request type, selected test panel, discounts, and service fees. Stores the estimated amount on the lab test case.","Holds the selected service option by assigning the test panel and updating reservation status.",0
"Confirms patient approval for the proposed service. Updates the lab test case with approval status and confirmation timestamp.","Allocates a case owner by selecting an available staff member with matching skills and lower workload.",0
"Collects the required payment for the approved request. Stores payment reference and marks the lab test case as paid.","Plans the execution slot by saving schedule, assigned owner, and service timing details.",0
"Reserves the selected test panel or service option for the approved request. Blocks it from conflicting use.","Produces a confirmation document containing case, schedule, payment, and selected service details.",0
"Assigns a responsible staff member based on skill, schedule, and workload. Updates the lab test case with ownership information.","Dispatches a status message containing case progress, next step details, and delivery information.",0
"Schedules the service activity based on availability and patient preference. Stores planned date and execution notes.","Finishes the service work by recording performed actions, result notes, and completion timestamp.",0
"Generates a confirmation record with request details, schedule, payment, and selected service information. Stores confirmation reference.","Finalizes the case record by marking it closed after all required actions are complete.",0
"Sends a status notification to the patient with request progress and next steps. Updates notification delivery status.","Denies the request file by saving rejection reason and updating the final status.",0
"Completes the requested sample processing after required actions are finished. Stores completion notes and service outcome.","Opens a lab test case by storing patient, test panel, contact, and request details.",0
"Closes the service case after validation, payment, scheduling, and notification are completed. Stores final status and closure timestamp.","Verifies the patient record by checking required details and updating the lab test case status.",0
"Rejects the request when validation, availability, or document requirements are not met. Records rejection reason.","Scans availability for the test panel and returns matching options for the lab test case.",0
"Creates a admission file with applicant details, selected program choice, and contact information. Updates the admission file for initial validation.","Opens a admission file by storing applicant, program choice, contact, and request details.",1
"Validates the applicant profile, contact details, and active status. Updates the admission file with profile validation results.","Verifies the applicant record by checking required details and updating the admission file status.",1
"Checks availability for the selected program choice and requested date. Updates the admission file with available options and availability status.","Scans availability for the program choice and returns matching options for the admission file.",1
"Reviews submitted documents for completeness and consistency. Updates the admission file with document review results.","Audits supporting files for the admission file by checking completeness, validity, and required references.",1
"Calculates service cost using request type, selected program choice, discounts, and service fees. Stores the estimated amount on the admission file.","Derives a charge estimate by combining base price, adjustments, discounts, and service fees.",1
"Confirms applicant approval for the proposed service. Updates the admission file with approval status and confirmation timestamp.","Records the approval decision by saving applicant response and updating the admission file status.",1
"Collects the required payment for the approved request. Stores payment reference and marks the admission file as paid.","Settles the payment balance by recording amount, method, reference, and paid status.",1
"Reserves the selected program choice or service option for the approved request. Blocks it from conflicting use.","Holds the selected service option by assigning the program choice and updating reservation status.",1
"Assigns a responsible staff member based on skill, schedule, and workload. Updates the admission file with ownership information.","Allocates a case owner by selecting an available staff member with matching skills and lower workload.",1
"Schedules the service activity based on availability and applicant preference. Stores planned date and execution notes.","Plans the execution slot by saving schedule, assigned owner, and service timing details.",1
"Generates a confirmation record with request details, schedule, payment, and selected service information. Stores confirmation reference.","Produces a confirmation document containing case, schedule, payment, and selected service details.",1
"Sends a status notification to the applicant with request progress and next steps. Updates notification delivery status.","Dispatches a status message containing case progress, next step details, and delivery information.",1
"Completes the requested application processing after required actions are finished. Stores completion notes and service outcome.","Finishes the service work by recording performed actions, result notes, and completion timestamp.",1
"Closes the service case after validation, payment, scheduling, and notification are completed. Stores final status and closure timestamp.","Finalizes the case record by marking it closed after all required actions are complete.",1
"Rejects the request when validation, availability, or document requirements are not met. Records rejection reason.","Denies the request file by saving rejection reason and updating the final status.",1
"Creates a admission file with applicant details, selected program choice, and contact information. Updates the admission file for initial validation.","Audits supporting files for the admission file by checking completeness, validity, and required references.",0
"Validates the applicant profile, contact details, and active status. Updates the admission file with profile validation results.","Derives a charge estimate by combining base price, adjustments, discounts, and service fees.",0
"Checks availability for the selected program choice and requested date. Updates the admission file with available options and availability status.","Records the approval decision by saving applicant response and updating the admission file status.",0
"Reviews submitted documents for completeness and consistency. Updates the admission file with document review results.","Settles the payment balance by recording amount, method, reference, and paid status.",0
"Calculates service cost using request type, selected program choice, discounts, and service fees. Stores the estimated amount on the admission file.","Holds the selected service option by assigning the program choice and updating reservation status.",0
"Confirms applicant approval for the proposed service. Updates the admission file with approval status and confirmation timestamp.","Allocates a case owner by selecting an available staff member with matching skills and lower workload.",0
"Collects the required payment for the approved request. Stores payment reference and marks the admission file as paid.","Plans the execution slot by saving schedule, assigned owner, and service timing details.",0
"Reserves the selected program choice or service option for the approved request. Blocks it from conflicting use.","Produces a confirmation document containing case, schedule, payment, and selected service details.",0
"Assigns a responsible staff member based on skill, schedule, and workload. Updates the admission file with ownership information.","Dispatches a status message containing case progress, next step details, and delivery information.",0
"Schedules the service activity based on availability and applicant preference. Stores planned date and execution notes.","Finishes the service work by recording performed actions, result notes, and completion timestamp.",0
"Generates a confirmation record with request details, schedule, payment, and selected service information. Stores confirmation reference.","Finalizes the case record by marking it closed after all required actions are complete.",0
"Sends a status notification to the applicant with request progress and next steps. Updates notification delivery status.","Denies the request file by saving rejection reason and updating the final status.",0
"Completes the requested application processing after required actions are finished. Stores completion notes and service outcome.","Opens a admission file by storing applicant, program choice, contact, and request details.",0
"Closes the service case after validation, payment, scheduling, and notification are completed. Stores final status and closure timestamp.","Verifies the applicant record by checking required details and updating the admission file status.",0
"Rejects the request when validation, availability, or document requirements are not met. Records rejection reason.","Scans availability for the program choice and returns matching options for the admission file.",0
"Creates a repair ticket with customer details, selected bike model, and contact information. Updates the repair ticket for initial validation.","Opens a repair ticket by storing customer, bike model, contact, and request details.",1
"Validates the customer profile, contact details, and active status. Updates the repair ticket with profile validation results.","Verifies the customer record by checking required details and updating the repair ticket status.",1
"Checks availability for the selected bike model and requested date. Updates the repair ticket with available options and availability status.","Scans availability for the bike model and returns matching options for the repair ticket.",1
"Reviews submitted documents for completeness and consistency. Updates the repair ticket with document review results.","Audits supporting files for the repair ticket by checking completeness, validity, and required references.",1
"Calculates service cost using request type, selected bike model, discounts, and service fees. Stores the estimated amount on the repair ticket.","Derives a charge estimate by combining base price, adjustments, discounts, and service fees.",1
"Confirms customer approval for the proposed service. Updates the repair ticket with approval status and confirmation timestamp.","Records the approval decision by saving customer response and updating the repair ticket status.",1
"Collects the required payment for the approved request. Stores payment reference and marks the repair ticket as paid.","Settles the payment balance by recording amount, method, reference, and paid status.",1
"Reserves the selected bike model or service option for the approved request. Blocks it from conflicting use.","Holds the selected service option by assigning the bike model and updating reservation status.",1
"Assigns a responsible staff member based on skill, schedule, and workload. Updates the repair ticket with ownership information.","Allocates a case owner by selecting an available staff member with matching skills and lower workload.",1
"Schedules the service activity based on availability and customer preference. Stores planned date and execution notes.","Plans the execution slot by saving schedule, assigned owner, and service timing details.",1
"Generates a confirmation record with request details, schedule, payment, and selected service information. Stores confirmation reference.","Produces a confirmation document containing case, schedule, payment, and selected service details.",1
"Sends a status notification to the customer with request progress and next steps. Updates notification delivery status.","Dispatches a status message containing case progress, next step details, and delivery information.",1
"Completes the requested maintenance service after required actions are finished. Stores completion notes and service outcome.","Finishes the service work by recording performed actions, result notes, and completion timestamp.",1
"Closes the service case after validation, payment, scheduling, and notification are completed. Stores final status and closure timestamp.","Finalizes the case record by marking it closed after all required actions are complete.",1
"Rejects the request when validation, availability, or document requirements are not met. Records rejection reason.","Denies the request file by saving rejection reason and updating the final status.",1
"Creates a repair ticket with customer details, selected bike model, and contact information. Updates the repair ticket for initial validation.","Audits supporting files for the repair ticket by checking completeness, validity, and required references.",0
"Validates the customer profile, contact details, and active status. Updates the repair ticket with profile validation results.","Derives a charge estimate by combining base price, adjustments, discounts, and service fees.",0
"Checks availability for the selected bike model and requested date. Updates the repair ticket with available options and availability status.","Records the approval decision by saving customer response and updating the repair ticket status.",0
"Reviews submitted documents for completeness and consistency. Updates the repair ticket with document review results.","Settles the payment balance by recording amount, method, reference, and paid status.",0
"Calculates service cost using request type, selected bike model, discounts, and service fees. Stores the estimated amount on the repair ticket.","Holds the selected service option by assigning the bike model and updating reservation status.",0
"Confirms customer approval for the proposed service. Updates the repair ticket with approval status and confirmation timestamp.","Allocates a case owner by selecting an available staff member with matching skills and lower workload.",0
"Collects the required payment for the approved request. Stores payment reference and marks the repair ticket as paid.","Plans the execution slot by saving schedule, assigned owner, and service timing details.",0
"Reserves the selected bike model or service option for the approved request. Blocks it from conflicting use.","Produces a confirmation document containing case, schedule, payment, and selected service details.",0
"Assigns a responsible staff member based on skill, schedule, and workload. Updates the repair ticket with ownership information.","Dispatches a status message containing case progress, next step details, and delivery information.",0
"Schedules the service activity based on availability and customer preference. Stores planned date and execution notes.","Finishes the service work by recording performed actions, result notes, and completion timestamp.",0
"Generates a confirmation record with request details, schedule, payment, and selected service information. Stores confirmation reference.","Finalizes the case record by marking it closed after all required actions are complete.",0
"Sends a status notification to the customer with request progress and next steps. Updates notification delivery status.","Denies the request file by saving rejection reason and updating the final status.",0
"Completes the requested maintenance service after required actions are finished. Stores completion notes and service outcome.","Opens a repair ticket by storing customer, bike model, contact, and request details.",0
"Closes the service case after validation, payment, scheduling, and notification are completed. Stores final status and closure timestamp.","Verifies the customer record by checking required details and updating the repair ticket status.",0
"Rejects the request when validation, availability, or document requirements are not met. Records rejection reason.","Scans availability for the bike model and returns matching options for the repair ticket.",0
"Creates a parking permit request with resident details, vehicle plate, zone, and contact information. Updates the permit case for initial validation.","Opens a parking permit case by storing resident, vehicle plate, zone, contact, and request details.",1
"Validates resident profile, contact details, and address eligibility. Updates the parking permit case with validation results.","Verifies the resident record by checking address, contact information, and permit eligibility.",1
"Checks zone availability for the selected parking permit area. Updates the permit case with available zone options.","Scans parking zone capacity and returns available permit options for the selected area.",1
"Reviews submitted vehicle documents for completeness and consistency. Updates the permit case with document review results.","Audits vehicle documents by checking registration, ownership proof, and required references.",1
"Calculates permit fee using zone type, duration, discounts, and service fees. Stores the estimated amount on the permit case.","Derives the parking permit charge by combining zone rate, duration, discounts, and service fees.",1
"Collects permit payment for the approved parking request. Stores payment reference and marks the permit case as paid.","Settles parking permit payment by recording amount, method, reference, and paid status.",1
"Issues parking permit after validation and payment are completed. Stores permit number and activation date.","Generates the parking permit by assigning permit number, zone, vehicle plate, and active status.",1
"Sends permit confirmation to the resident with permit number and zone details. Updates notification delivery status.","Dispatches a permit confirmation message containing permit number, zone, vehicle plate, and next steps.",1
"Closes the parking permit case after payment, permit issue, and notification are completed. Stores final status and timestamp.","Finalizes the permit case by closing it after payment, issuance, and resident notification are complete.",1
"Rejects parking permit request when resident, vehicle, or zone requirements fail. Records rejection reason.","Denies the permit request by saving rejection reason and updating the final status.",1
"Creates a parking permit request with resident details, vehicle plate, zone, and contact information. Updates the permit case for initial validation.","Audits vehicle documents by checking registration, ownership proof, and required references.",0
"Validates resident profile, contact details, and address eligibility. Updates the parking permit case with validation results.","Derives the parking permit charge by combining zone rate, duration, discounts, and service fees.",0
"Checks zone availability for the selected parking permit area. Updates the permit case with available zone options.","Settles parking permit payment by recording amount, method, reference, and paid status.",0
"Reviews submitted vehicle documents for completeness and consistency. Updates the permit case with document review results.","Generates the parking permit by assigning permit number, zone, vehicle plate, and active status.",0
"Calculates permit fee using zone type, duration, discounts, and service fees. Stores the estimated amount on the permit case.","Dispatches a permit confirmation message containing permit number, zone, vehicle plate, and next steps.",0
"Collects permit payment for the approved parking request. Stores payment reference and marks the permit case as paid.","Finalizes the permit case by closing it after payment, issuance, and resident notification are complete.",0
"Issues parking permit after validation and payment are completed. Stores permit number and activation date.","Verifies the resident record by checking address, contact information, and permit eligibility.",0
"Sends permit confirmation to the resident with permit number and zone details. Updates notification delivery status.","Scans parking zone capacity and returns available permit options for the selected area.",0
"Closes the parking permit case after payment, permit issue, and notification are completed. Stores final status and timestamp.","Denies the permit request by saving rejection reason and updating the final status.",0
"Rejects parking permit request when resident, vehicle, or zone requirements fail. Records rejection reason.","Opens a parking permit case by storing resident, vehicle plate, zone, contact, and request details.",0
"Creates a subscription request with customer details, selected plan, billing cycle, and contact information. Updates the subscription case for validation.","Opens a subscription case by storing customer, plan, billing cycle, contact, and request details.",1
"Validates customer profile, contact details, and account status. Updates the subscription case with validation results.","Verifies the customer account by checking profile fields, contact information, and active status.",1
"Checks plan availability for the selected subscription package. Updates the subscription case with available plan options.","Scans subscription plan availability and returns matching package options for the customer.",1
"Calculates subscription charge using plan price, billing cycle, discount, and tax. Stores payable amount on the subscription case.","Computes subscription cost by combining plan price, cycle multiplier, discounts, and tax.",1
"Collects subscription payment using selected billing method. Stores payment reference and marks the subscription as paid.","Settles subscription payment by recording amount, method, payment reference, and paid status.",1
"Activates subscription plan after payment confirmation. Updates account access and subscription status.","Enables the selected subscription by assigning plan access and updating the account status.",1
"Sends subscription confirmation to the customer with plan and billing details. Updates notification delivery status.","Sends a subscription confirmation message containing plan, billing cycle, payment status, and next steps.",1
"Schedules renewal reminder before subscription expiration. Stores reminder date and notification status.","Plans a renewal reminder by saving expiration date, reminder time, and notification details.",1
"Closes subscription case after payment, activation, and confirmation are completed. Stores final status and closure timestamp.","Finalizes the subscription case by closing it after payment, activation, and customer notification.",1
"Rejects subscription request when customer, payment, or plan requirements fail. Records rejection reason.","Denies the subscription request by saving rejection reason and updating the final status.",1
"Creates a subscription request with customer details, selected plan, billing cycle, and contact information. Updates the subscription case for validation.","Computes subscription cost by combining plan price, cycle multiplier, discounts, and tax.",0
"Validates customer profile, contact details, and account status. Updates the subscription case with validation results.","Scans subscription plan availability and returns matching package options for the customer.",0
"Checks plan availability for the selected subscription package. Updates the subscription case with available plan options.","Settles subscription payment by recording amount, method, payment reference, and paid status.",0
"Calculates subscription charge using plan price, billing cycle, discount, and tax. Stores payable amount on the subscription case.","Enables the selected subscription by assigning plan access and updating the account status.",0
"Collects subscription payment using selected billing method. Stores payment reference and marks the subscription as paid.","Sends a subscription confirmation message containing plan, billing cycle, payment status, and next steps.",0
"Activates subscription plan after payment confirmation. Updates account access and subscription status.","Plans a renewal reminder by saving expiration date, reminder time, and notification details.",0
"Sends subscription confirmation to the customer with plan and billing details. Updates notification delivery status.","Finalizes the subscription case by closing it after payment, activation, and customer notification.",0
"Schedules renewal reminder before subscription expiration. Stores reminder date and notification status.","Denies the subscription request by saving rejection reason and updating the final status.",0
"Closes subscription case after payment, activation, and confirmation are completed. Stores final status and closure timestamp.","Verifies the customer account by checking profile fields, contact information, and active status.",0
"Rejects subscription request when customer, payment, or plan requirements fail. Records rejection reason.","Opens a subscription case by storing customer, plan, billing cycle, contact, and request details.",0
"Creates a warranty claim with customer details, product serial number, issue description, and contact information. Updates the warranty case for validation.","Opens a warranty claim case by storing customer, product serial number, issue, contact, and request details.",1
"Validates customer profile and product ownership before warranty processing. Updates the warranty case with validation results.","Verifies product ownership by checking customer record, serial number, and purchase registration.",1
"Checks warranty coverage using purchase date and product policy. Updates the warranty case with coverage eligibility.","Determines warranty eligibility by comparing purchase date, policy duration, and claim date.",1
"Classifies product issue based on reported symptoms and product type. Updates the warranty case with issue category.","Categorizes the warranty issue by reading symptoms and assigning a product fault category.",1
"Schedules product inspection for the warranty claim. Stores inspection date, inspector, and visit instructions.","Plans the warranty inspection by saving inspector, appointment time, and product check instructions.",1
"Records inspection result after product condition review. Updates the warranty case with findings and decision notes.","Stores warranty inspection findings with fault notes, condition status, and recommendation.",1
"Approves replacement when warranty and inspection requirements are satisfied. Updates replacement approval status.","Approves warranty replacement by confirming eligibility, inspection result, and replacement decision.",1
"Ships replacement product to the customer after approval. Stores shipment reference and dispatch timestamp.","Dispatches replacement product by generating shipment reference and updating claim delivery status.",1
"Sends warranty decision notification to the customer. Updates notification delivery status and next steps.","Sends a warranty update message containing claim decision, replacement status, and next steps.",1
"Closes warranty claim after inspection, replacement, shipment, and notification are completed. Stores final status.","Finalizes the warranty claim by closing it after decision, shipment, and customer notification.",1
"Creates a warranty claim with customer details, product serial number, issue description, and contact information. Updates the warranty case for validation.","Determines warranty eligibility by comparing purchase date, policy duration, and claim date.",0
"Validates customer profile and product ownership before warranty processing. Updates the warranty case with validation results.","Categorizes the warranty issue by reading symptoms and assigning a product fault category.",0
"Checks warranty coverage using purchase date and product policy. Updates the warranty case with coverage eligibility.","Plans the warranty inspection by saving inspector, appointment time, and product check instructions.",0
"Classifies product issue based on reported symptoms and product type. Updates the warranty case with issue category.","Stores warranty inspection findings with fault notes, condition status, and recommendation.",0
"Schedules product inspection for the warranty claim. Stores inspection date, inspector, and visit instructions.","Approves warranty replacement by confirming eligibility, inspection result, and replacement decision.",0
"Records inspection result after product condition review. Updates the warranty case with findings and decision notes.","Dispatches replacement product by generating shipment reference and updating claim delivery status.",0
"Approves replacement when warranty and inspection requirements are satisfied. Updates replacement approval status.","Sends a warranty update message containing claim decision, replacement status, and next steps.",0
"Ships replacement product to the customer after approval. Stores shipment reference and dispatch timestamp.","Finalizes the warranty claim by closing it after decision, shipment, and customer notification.",0
"Sends warranty decision notification to the customer. Updates notification delivery status and next steps.","Calculates product defect rate using warranty claims, product batches, and inspection results.",0
"Closes warranty claim after inspection, replacement, shipment, and notification are completed. Stores final status.","Generates customer warranty history report by listing previous claims and decisions.",0
"Creates a purchase requisition with requester details, item list, department, and contact information. Updates the requisition case for validation.","Opens a purchase requisition by storing requester, department, item list, contact, and request details.",1
"Validates requester profile, department, and purchasing permission. Updates the requisition case with validation results.","Verifies requester eligibility by checking department membership, active status, and purchase authority.",1
"Checks budget availability for the requested purchase. Updates the requisition case with budget approval status.","Checks department budget by comparing requested amount with remaining approved budget.",1
"Reviews supplier options for requested items. Updates the requisition case with supplier shortlist and selection notes.","Evaluates supplier options by comparing item availability, price, delivery time, and supplier rating.",1
"Calculates purchase cost using item prices, tax, shipping, and discounts. Stores estimated cost on the requisition case.","Computes requisition cost by combining item totals, taxes, shipping fees, and discount values.",1
"Submits requisition for manager approval. Updates approval status and submission timestamp.","Sends the purchase requisition for approval and records submission time.",1
"Confirms manager approval decision for the requisition. Updates decision notes and approval timestamp.","Records manager approval by saving decision result, remarks, and decision timestamp.",1
"Creates purchase order after approval. Stores purchase order number and supplier information.","Generates a purchase order by assigning order number, supplier, approved items, and order status.",1
"Sends purchase order to supplier. Updates supplier notification status and delivery expectation.","Dispatches the purchase order to the supplier and records delivery expectation details.",1
"Closes requisition case after approval, purchase order generation, and supplier notification are completed. Stores final status.","Finalizes the requisition case by closing it after approval, purchase order creation, and supplier notification.",1
"Creates a purchase requisition with requester details, item list, department, and contact information. Updates the requisition case for validation.","Checks department budget by comparing requested amount with remaining approved budget.",0
"Validates requester profile, department, and purchasing permission. Updates the requisition case with validation results.","Evaluates supplier options by comparing item availability, price, delivery time, and supplier rating.",0
"Checks budget availability for the requested purchase. Updates the requisition case with budget approval status.","Computes requisition cost by combining item totals, taxes, shipping fees, and discount values.",0
"Reviews supplier options for requested items. Updates the requisition case with supplier shortlist and selection notes.","Sends the purchase requisition for approval and records submission time.",0
"Calculates purchase cost using item prices, tax, shipping, and discounts. Stores estimated cost on the requisition case.","Records manager approval by saving decision result, remarks, and decision timestamp.",0
"Submits requisition for manager approval. Updates approval status and submission timestamp.","Generates a purchase order by assigning order number, supplier, approved items, and order status.",0
"Confirms manager approval decision for the requisition. Updates decision notes and approval timestamp.","Dispatches the purchase order to the supplier and records delivery expectation details.",0
"Creates purchase order after approval. Stores purchase order number and supplier information.","Finalizes the requisition case by closing it after approval, purchase order creation, and supplier notification.",0
"Sends purchase order to supplier. Updates supplier notification status and delivery expectation.","Calculates supplier performance score using delivery delays, rejected items, and completed orders.",0
"Closes requisition case after approval, purchase order generation, and supplier notification are completed. Stores final status.","Generates department spending report by grouping purchase orders by department and category.",0
"Creates a complaint case with customer details, complaint category, description, and contact information. Updates the complaint case for validation.","Opens a complaint case by storing customer, category, description, contact, and request details.",1
"Validates customer profile and contact details before complaint processing. Updates the complaint case with validation results.","Verifies complaint customer record by checking required profile fields and contact information.",1
"Classifies complaint severity based on category, keywords, and reported impact. Updates severity level and priority status.","Determines complaint severity by evaluating category, text signals, and customer impact level.",1
"Assigns complaint officer based on category, availability, and workload. Updates complaint ownership information.","Allocates a complaint officer by matching category, availability, and current workload.",1
"Investigates complaint details and records findings. Updates the complaint case with evidence and investigation notes.","Stores complaint investigation findings with evidence notes, root cause, and review timestamp.",1
"Proposes resolution action for the complaint. Updates the complaint case with resolution plan and expected completion date.","Creates a complaint resolution plan by saving action steps, responsible owner, and expected date.",1
"Confirms customer acceptance of the proposed resolution. Updates approval status and response timestamp.","Records customer response to the resolution by saving acceptance status and response time.",1
"Executes complaint resolution after approval. Updates completion notes and resolution status.","Completes the complaint resolution by storing performed action, result notes, and completion status.",1
"Sends complaint resolution notification to the customer. Updates notification delivery status and next steps.","Sends a complaint update message containing resolution result, closure information, and next steps.",1
"Closes complaint case after investigation, resolution, and notification are completed. Stores final status and closure timestamp.","Finalizes the complaint case by closing it after investigation, resolution, and customer notification.",1
"Creates a complaint case with customer details, complaint category, description, and contact information. Updates the complaint case for validation.","Determines complaint severity by evaluating category, text signals, and customer impact level.",0
"Validates customer profile and contact details before complaint processing. Updates the complaint case with validation results.","Allocates a complaint officer by matching category, availability, and current workload.",0
"Classifies complaint severity based on category, keywords, and reported impact. Updates severity level and priority status.","Stores complaint investigation findings with evidence notes, root cause, and review timestamp.",0
"Assigns complaint officer based on category, availability, and workload. Updates complaint ownership information.","Creates a complaint resolution plan by saving action steps, responsible owner, and expected date.",0
"Investigates complaint details and records findings. Updates the complaint case with evidence and investigation notes.","Records customer response to the resolution by saving acceptance status and response time.",0
"Proposes resolution action for the complaint. Updates the complaint case with resolution plan and expected completion date.","Completes the complaint resolution by storing performed action, result notes, and completion status.",0
"Confirms customer acceptance of the proposed resolution. Updates approval status and response timestamp.","Sends a complaint update message containing resolution result, closure information, and next steps.",0
"Executes complaint resolution after approval. Updates completion notes and resolution status.","Finalizes the complaint case by closing it after investigation, resolution, and customer notification.",0
"Sends complaint resolution notification to the customer. Updates notification delivery status and next steps.","Calculates complaint officer performance using assigned complaints, overdue cases, and customer ratings.",0
"Closes complaint case after investigation, resolution, and notification are completed. Stores final status and closure timestamp.","Generates complaint trend report by grouping complaints by category, severity, and month.",0
"Creates a vaccination appointment request with patient details, vaccine type, preferred date, and contact information. Updates the vaccination case for validation.","Opens a vaccination appointment case by storing patient, vaccine type, preferred date, contact, and request details.",1
"Validates patient profile, age eligibility, and contact details. Updates the vaccination case with validation results.","Verifies vaccination eligibility by checking patient record, age rules, and contact information.",1
"Checks vaccine stock availability for the requested vaccine type. Updates the vaccination case with stock status.","Scans vaccine inventory and returns available quantity for the selected vaccine type.",1
"Checks appointment slot availability for the preferred vaccination date. Updates the case with available time slots.","Searches vaccination schedule and returns available appointment slots for the requested date.",1
"Books vaccination appointment after eligibility and slot availability are confirmed. Stores appointment reference and time.","Reserves a vaccination slot by assigning patient, vaccine type, appointment time, and booking reference.",1
"Records vaccine administration after the appointment is completed. Updates patient record with vaccine batch and dose details.","Stores vaccination administration details including patient, dose, batch number, and administration time.",1
"Sends vaccination certificate to the patient. Updates certificate reference and notification delivery status.","Generates and sends a vaccination certificate containing patient, vaccine, dose, and batch information.",1
"Schedules follow-up dose when vaccine protocol requires it. Stores follow-up date and reminder details.","Plans the next vaccine dose by saving follow-up date, vaccine type, and reminder information.",1
"Closes vaccination case after administration, certificate, and follow-up scheduling are completed. Stores final status.","Finalizes the vaccination case by closing it after dose recording, certificate sending, and follow-up planning.",1
"Rejects vaccination request when eligibility, stock, or appointment requirements fail. Records rejection reason.","Denies the vaccination request by saving rejection reason and updating the final status.",1
"Creates a vaccination appointment request with patient details, vaccine type, preferred date, and contact information. Updates the vaccination case for validation.","Scans vaccine inventory and returns available quantity for the selected vaccine type.",0
"Validates patient profile, age eligibility, and contact details. Updates the vaccination case with validation results.","Searches vaccination schedule and returns available appointment slots for the requested date.",0
"Checks vaccine stock availability for the requested vaccine type. Updates the vaccination case with stock status.","Reserves a vaccination slot by assigning patient, vaccine type, appointment time, and booking reference.",0
"Checks appointment slot availability for the preferred vaccination date. Updates the case with available time slots.","Stores vaccination administration details including patient, dose, batch number, and administration time.",0
"Books vaccination appointment after eligibility and slot availability are confirmed. Stores appointment reference and time.","Generates and sends a vaccination certificate containing patient, vaccine, dose, and batch information.",0
"Records vaccine administration after the appointment is completed. Updates patient record with vaccine batch and dose details.","Plans the next vaccine dose by saving follow-up date, vaccine type, and reminder information.",0
"Sends vaccination certificate to the patient. Updates certificate reference and notification delivery status.","Finalizes the vaccination case by closing it after dose recording, certificate sending, and follow-up planning.",0
"Schedules follow-up dose when vaccine protocol requires it. Stores follow-up date and reminder details.","Denies the vaccination request by saving rejection reason and updating the final status.",0
"Closes vaccination case after administration, certificate, and follow-up scheduling are completed. Stores final status.","Calculates vaccine stock reorder plan using current quantity, daily demand, and expiry dates.",0
"Rejects vaccination request when eligibility, stock, or appointment requirements fail. Records rejection reason.","Generates vaccination center workload report using appointments, completed doses, and missed visits.",0
"Creates a supplier onboarding request with supplier details, business category, documents, and contact information. Updates the onboarding case for validation.","Opens a supplier onboarding case by storing supplier, category, documents, contact, and request details.",1
"Validates supplier profile, tax details, and contact information. Updates onboarding case with supplier validation results.","Verifies supplier record by checking tax number, contact fields, and required company information.",1
"Reviews supplier compliance documents for completeness and validity. Updates onboarding case with document review status.","Audits supplier documents by checking registration files, tax certificates, and compliance attachments.",1
"Checks supplier risk score based on category and compliance rules. Updates onboarding case with risk classification.","Evaluates supplier risk by combining business category, compliance signals, and verification result.",1
"Approves supplier onboarding after validation and risk review. Updates approval status and decision timestamp.","Approves the supplier profile when validation, compliance review, and risk checks are complete.",1
"Creates supplier account after onboarding approval. Stores supplier account number and activation status.","Creates a supplier account by assigning account number, category, and active supplier status.",1
